ensemble_size,property_diversity_level,encoding_method,classification_problem,auc,euc,diversity_score,property_diversity
1,0.0,novel_only,HIV-protease,0.8812489683660031,0.11875103163399692,0.23936894769063233,0.47799402748137565
1,0.0,novel_only,T-cell-epitopes,0.8373676019415028,0.16263239805849716,0.9355037989708812,0.7380644546795352
1,0.0,novel_only,HLA-binding,0.8104453751532708,0.18955462484672925,0.8178179516283784,0.15498988214584308
1,0.0,orthonormal_only,HIV-protease,0.8653256352975207,0.1346743647024793,0.7267653527219532,0.9182291370705429
1,0.0,orthonormal_only,T-cell-epitopes,0.7947411672442393,0.20525883275576073,0.8247024928066687,0.6234104755980683
1,0.0,orthonormal_only,HLA-binding,0.7452771273293659,0.2547228726706341,0.29976153408688955,0.6231161772408493
1,0.0,mixed_novel_orthonormal,HIV-protease,0.855787712627591,0.144212287372409,0.8437707165191156,0.5423036317158386
1,0.0,mixed_novel_orthonormal,T-cell-epitopes,0.8925792313960926,0.10742076860390737,0.6925244747424009,0.6192347686603266
1,0.0,mixed_novel_orthonormal,HLA-binding,0.7608955397284078,0.23910446027159216,0.9611666603717318,0.15300540014670372
1,0.0,diverse_properties,HIV-protease,0.8748832486358964,0.1251167513641036,0.8464723873896858,0.6913524130836787
1,0.0,diverse_properties,T-cell-epitopes,0.8269694372397478,0.1730305627602522,0.7505228605451117,0.009981393405163796
1,0.0,diverse_properties,HLA-binding,0.7678660028882612,0.23213399711173877,0.4781262272820277,0.45916505334367685
1,0.0,similar_properties,HIV-protease,0.8974196355114165,0.10258036448858354,0.2963489015099563,0.9782097798410876
1,0.0,similar_properties,T-cell-epitopes,0.7367908954026079,0.2632091045973921,0.29589391217742045,0.30028554651236206
1,0.0,similar_properties,HLA-binding,0.7277223672866,0.2722776327134,0.8464952004038264,0.8279693182849646
1,0.2,novel_only,HIV-protease,0.7133586740453226,0.2866413259546774,0.5108839497617024,0.2682406011139411
1,0.2,novel_only,T-cell-epitopes,0.837031396644467,0.16296860335553298,0.7363798394830168,0.5876201828210956
1,0.2,novel_only,HLA-binding,0.8065614950362573,0.1934385049637427,0.4404713178328127,0.1289322501733413
1,0.2,orthonormal_only,HIV-protease,0.7483896464443793,0.25161035355562067,0.060290161973027834,0.01406911623982987
1,0.2,orthonormal_only,T-cell-epitopes,0.7591828432889242,0.24081715671107584,0.55125804489914,0.5889051980179338
1,0.2,orthonormal_only,HLA-binding,0.7499376366453001,0.2500623633546999,0.24939826162610346,0.0029981085213608427
1,0.2,mixed_novel_orthonormal,HIV-protease,0.8743712148187169,0.12562878518128306,0.6131386407548769,0.5562563387293735
1,0.2,mixed_novel_orthonormal,T-cell-epitopes,0.85813703059198,0.14186296940802,0.7475244820606322,0.5028015735635826
1,0.2,mixed_novel_orthonormal,HLA-binding,0.8878912892321087,0.1121087107678913,0.43539094221074304,0.016799556099672874
1,0.2,diverse_properties,HIV-protease,0.7341144908871023,0.26588550911289766,0.44524183539766504,0.099049887388177
1,0.2,diverse_properties,T-cell-epitopes,0.7023738776750729,0.29762612232492713,0.2837733004219325,0.6060418649629034
1,0.2,diverse_properties,HLA-binding,0.8301506641302997,0.1698493358697003,0.6486891007709124,0.24078352604557274
1,0.2,similar_properties,HIV-protease,0.8865023225884793,0.11349767741152073,0.5991661014967494,0.11421101288136792
1,0.2,similar_properties,T-cell-epitopes,0.7345860815816226,0.26541391841837736,0.07423684331638647,0.9661302345526803
1,0.2,similar_properties,HLA-binding,0.8037748838643625,0.19622511613563753,0.42344537431328566,0.06576443488661632
1,0.4,novel_only,HIV-protease,0.703117716526564,0.29688228347343604,0.3484461724014907,0.16584683645720621
1,0.4,novel_only,T-cell-epitopes,0.7136211600117249,0.28637883998827507,0.9769962752329717,0.41478623167896767
1,0.4,novel_only,HLA-binding,0.8314362128477716,0.16856378715222842,0.4246182333774522,0.03731631375927391
1,0.4,orthonormal_only,HIV-protease,0.7786930500033828,0.22130694999661715,0.3907824067293688,0.6698028368914754
1,0.4,orthonormal_only,T-cell-epitopes,0.703863909593556,0.29613609040644395,0.9257011247124012,0.8522711710540699
1,0.4,orthonormal_only,HLA-binding,0.7278680156146141,0.2721319843853859,0.6987223358241678,0.7554538350061989
1,0.4,mixed_novel_orthonormal,HIV-protease,0.727422493731164,0.27257750626883603,0.7265616560581819,0.3640536990936204
1,0.4,mixed_novel_orthonormal,T-cell-epitopes,0.8010551036565836,0.1989448963434164,0.10402910659138742,0.12853509419094622
1,0.4,mixed_novel_orthonormal,HLA-binding,0.7071218037619333,0.29287819623806666,0.08775913489987475,0.859143627295342
