feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
-1.458239130617909,-0.994890583868244,0.544007326257491,-0.3958121431021664,-1.3473428758755854,-0.16197585217910984,-0.9195413744541338,0.16570113550511453,0.45389535856652713,1.1441444091555177
-0.9371907430849455,0.9911998189566354,-0.25080821185855434,0.8706056035841564,0.7705509626190937,0.8607201212120783,0.6793793556490314,-2.192258866429088,0.40632573337850475,-0.8679985633379769
0.606965641438998,-2.781788993304589,0.3587218806954608,-0.6412473337767678,-0.043125842352854174,-0.3125315535628813,-2.088784123226828,-0.17452973064340568,0.5045052885932954,-1.6895531069711616
0.24592849197181924,-0.08932656955257953,0.18877869908196862,-0.9940230279349508,-0.4414656122684813,-0.9233151295294639,1.3202751900010394,-0.507859119816091,0.09366088009921425,1.6956804481940633
-0.7040805189417081,0.8032446210296983,-1.2257487961943956,-0.10200549570812563,-0.5243514765616382,1.2559160965783915,0.32355576402597924,1.5042905782155938,-0.32159912471969426,-1.0516114361145703
-0.7846340049280377,-0.4607726137438388,-0.7339396865694138,-1.1094042636926633,-1.1465073739170046,-0.40583271255490594,0.6395469740651137,-1.4109704184761185,-0.18547527985783518,-0.9164203802046939
1.6864188406639726,1.4311587314130934,-0.29573841372440246,-0.3798589773953617,0.16635061849870098,-2.4414897129281936,-0.8748187190670688,0.5887659028145595,-0.48563967238778916,-0.24646288276768644
-0.8594158885654497,-0.6530516803396718,-0.291706382762037,-1.1395950386713787,-0.12183616681329625,-0.12681277419678993,1.1370039663293006,-1.2670535191921823,-0.7252752011031038,0.3420844492342494
0.09808497910693391,-1.8104581954766008,-0.11745328342188642,-2.0275034058798815,1.8519970401165398,0.8566288296660415,1.7490841437010811,0.125598241805384,-0.576222124471162,0.008859632380011199
1.0722129069677397,-0.7318191824873514,-0.7123184226645852,1.1752313231719744,2.448432234102584,-0.5815872771389573,-1.8958465522323387,-0.2791675929176591,-1.4064679502616273,-1.3294491210573436
0.4587518590824896,-0.5026191089326361,-1.2745220628570155,-0.6873764038995706,1.18050951697901,-0.645082465588028,-0.7972793802192552,0.6809814429947365,0.3709931493553012,-0.8815579784888469
-2.235626403703917,0.9963956782339297,1.459822197919954,1.0547944440810841,0.7386248443849734,0.5557466030472012,-1.4632963473531644,-1.1678563225873064,0.014436626719618248,0.010908073255322113
0.05689992462144387,-0.6278888087491695,1.0531177155100746,1.5642357798283077,-1.3982131145862549,0.07461886651820186,-0.42153591410999436,-0.17497705841509067,-0.37139019401175477,1.1165439246278555
0.8883444596023816,0.6638130645224025,-1.6078054967664206,1.0022513109800457,-0.07732553841884354,-0.2846188364764549,-0.9996943957298542,-1.334178456311454,-1.156106754582278,-1.4598165414833377
-0.6263500110225946,1.4634122791795487,-0.26560192894163775,-0.6394827799188009,-0.2808980063354573,-1.0900552928065323,0.36224373504385743,1.0981677046937728,1.7360764992483744,-1.3681190799342642
-1.5964903381042637,0.2348890979403258,0.5079449826966254,0.5243431357605695,-0.0199742165835055,-0.0565725410041677,-0.756262356466846,0.4836358948791211,-0.9720614748424139,0.4719766733599651
-0.24666761795814482,-0.6553423929403223,0.5674375558005729,0.380731573456656,0.29654304744241083,0.04153602486132464,0.4438666969493305,0.8892560757292928,0.6618242317323473,-0.46429777985456255
1.8011993143456013,0.03801619086899677,-0.12082730989665934,0.15967762040654007,0.9394244989279738,1.1186059264717343,-0.7495679713521558,0.8993359050449636,-1.0430465417004733,-0.04457572562602259
-1.0907715946732697,-0.31457803090670716,0.02948280731018973,0.0066906930161793705,0.26802924357268376,-0.3278636895075394,0.4721892099558386,1.496795228033699,0.4531455690987596,0.13576196289490836
1.0932525130600084,-1.5605154990892867,0.7841285428364029,-1.142470253911447,-0.592284586807994,-1.1393287376294672,0.05470824191466232,0.20968368862339004,-0.2426620242381431,0.8921290136190148
-0.7983020757530379,0.4156050433922363,-1.2079401232308002,-0.1455249173625467,-1.3599887900943466,0.5323886686896094,1.7789456939285868,-1.2877436033580474,-0.6292342483732268,-0.7795878799303092
1.018630100660125,-0.1723962038041097,-1.607947146635087,-0.9570089559533383,-0.7220899886330354,0.8249688170816561,0.5585864996487555,0.5277885904966619,-0.2730017328736153,-0.14022673554803325
1.2391137244350363,-0.2693522062137216,0.9678246895333481,-0.4553015393724804,0.458891397517882,-1.8715087465154525,1.0248554180813232,-0.6107829074922886,0.29475996673112,-0.5663893259094013
0.06964457570648325,1.5967250970385511,0.10572455012705213,2.2571229509791637,0.3272916572676414,-0.6344626759625835,-1.8168995915171904,0.2600980581298593,0.26028557632471944,-0.6345746944656725
-0.10019097501739485,-1.4231253106323287,-1.0410346379271744,0.7976226103295473,-1.3139951966223937,-0.1079444265146626,0.5602066900684726,-0.22103022954263396,0.5106520326111396,-0.18630191315529357
-0.879178981824205,0.33079754595061817,-1.390477808346608,0.10281960231154505,-0.08096635858452271,2.1441847431248533,-0.9078956056130979,0.6984061591403282,-0.1133102586020735,0.6743063391919469
-1.4760159547772127,-0.5930278703409462,-0.05640288433101939,1.2084461492795806,0.9180635395176027,1.007389084624254,0.22274436147688526,-0.18023491969673383,-0.6129267543459522,-2.443246912779274
-0.122159006533361,-0.5786960733060886,1.264091532264346,0.11256294127873917,-0.9012265094882641,-0.7942958668797082,-0.8643513329562763,-0.7556237875942811,-0.33335470698019737,-0.5283882208229499
-0.6122628280343498,1.6642049641276766,-2.0027150575159878,1.0691822628552938,-0.06202979858704121,0.19532964449545936,-1.061623571399927,0.5313198221655842,0.18985930523168434,-2.302861561556173
-0.7344888586999718,0.33960801141072194,-0.3102894691514947,0.022927739075601694,-0.7603969244207476,-0.762786617855723,0.660279499971937,-0.44389219065153046,-0.14060302044277778,0.19447339090735058
0.07242887492946494,-1.7309947669897452,1.0716861287449884,0.04206020962501664,-0.8859690179933413,0.24819341293100364,-0.05718769124257488,-0.8436801438658486,-0.002069788994916323,0.026570149355265364
-0.38076391279134775,-2.0972754430828844,-1.9673015058491627,1.0016891638563072,0.5487115877931702,0.08954886696927955,0.3074931868256395,1.0353608447731384,-0.4759429102546686,-0.6743391523268989
0.35377658340330936,-1.8707870468534316,0.8981043183464891,-0.055539051194403444,-0.12980406068705122,-0.4922718891158965,-0.8067199587404178,3.3411374067883712,-0.7602159488083049,-0.13269143040770065
1.3038602489374103,-1.1149388958879356,-0.5159528550298145,0.5112857330832727,-0.5616350264669031,0.20914461451272504,-0.9273190781315346,-0.5097906328728627,0.6968751273994936,0.8455398397166307
0.00721377501657761,-1.1948276637554591,-1.035548790707729,1.455608577366301,0.8369829941599511,-0.9783052692253615,0.722189581957974,0.40741736155202435,1.2003528270034391,-0.7277226071164047
0.42402795689609507,-0.04119568609879778,0.6327850128536758,2.0461462715068524,0.5797318635399501,-1.2974260753207052,0.7183350458985364,0.15722872122200843,0.17962535841389865,0.15469629667246118
-2.7255133646623397,1.188638431787446,-1.3437283454654632,0.2772327672331447,-0.10127870058541995,1.234564479525983,0.901338192922015,1.0702046087503285,0.5152384757105448,-0.9969972906584562
0.34890237966757315,-0.11742697542862642,0.15355611084052656,0.47278033017220467,0.24241626371052116,-2.152293701673556,-1.4493736378955808,0.1485784065370873,0.28927646815650027,-2.0572298088116967
