ensemble_size,property_diversity_level,encoding_method,classification_problem,auc,euc,diversity_score,property_diversity
1,0.0,novel_only,HIV-protease,0.8782038717816706,0.12179612821832941,0.3405095701726636,0.7149394558850466
1,0.0,novel_only,T-cell-epitopes,0.811251652260554,0.18874834773944604,0.5589458071224054,0.4238519786449967
1,0.0,novel_only,HLA-binding,0.8109495582000971,0.18905044179990294,0.7888176371801044,0.5491125517455183
1,0.0,orthonormal_only,HIV-protease,0.7542105207487273,0.2457894792512727,0.5898248151007625,0.5062621204598902
1,0.0,orthonormal_only,T-cell-epitopes,0.8566379529164817,0.1433620470835183,0.295708586238673,0.3017779926926868
1,0.0,orthonormal_only,HLA-binding,0.7442413351131754,0.25575866488682464,0.9926524200670133,0.024169271948102033
1,0.0,mixed_novel_orthonormal,HIV-protease,0.8124455797511979,0.1875544202488021,0.44506313858615554,0.1658344633182952
1,0.0,mixed_novel_orthonormal,T-cell-epitopes,0.7212264510240187,0.2787735489759813,0.3361428355661653,0.48658687999323824
1,0.0,mixed_novel_orthonormal,HLA-binding,0.7596391474034427,0.24036085259655726,0.33104516148275154,0.0687107320499678
1,0.0,diverse_properties,HIV-protease,0.7304005337967024,0.26959946620329756,0.42893717297980105,0.346218857581431
1,0.0,diverse_properties,T-cell-epitopes,0.8514816684908745,0.14851833150912552,0.2947947559131471,0.3474480021381806
1,0.0,diverse_properties,HLA-binding,0.8323238538645743,0.1676761461354257,0.9390874317231155,0.9585608536481102
1,0.0,similar_properties,HIV-protease,0.7739918090893654,0.22600819091063462,0.0509183250676275,0.15005967429991174
1,0.0,similar_properties,T-cell-epitopes,0.8742483171091618,0.12575168289083816,0.07392070812597473,0.41118787452825234
1,0.0,similar_properties,HLA-binding,0.7499794652271896,0.2500205347728104,0.9729749080426469,0.9566453996666233
1,0.2,novel_only,HIV-protease,0.8127975539343464,0.18720244606565362,0.5518948501788782,0.0025931186499056347
1,0.2,novel_only,T-cell-epitopes,0.8422102288269514,0.1577897711730486,0.9181342754440879,0.8023407002546797
1,0.2,novel_only,HLA-binding,0.7307825378990117,0.2692174621009883,0.9949301346891578,0.6394118931999722
1,0.2,orthonormal_only,HIV-protease,0.8820851720114661,0.11791482798853392,0.518456500940888,0.7432681081159981
1,0.2,orthonormal_only,T-cell-epitopes,0.8295202022184988,0.17047979778150124,0.9586225017378865,0.4932779424548208
1,0.2,orthonormal_only,HLA-binding,0.7862996412481378,0.21370035875186222,0.4310012607494975,0.9888053666485526
1,0.2,mixed_novel_orthonormal,HIV-protease,0.7975760530257673,0.20242394697423272,0.8973631952951514,0.3426323084444385
1,0.2,mixed_novel_orthonormal,T-cell-epitopes,0.7233576259865531,0.27664237401344693,0.4537560308700245,0.04809470443284358
1,0.2,mixed_novel_orthonormal,HLA-binding,0.7859586302721349,0.21404136972786514,0.5333905033783286,0.9388791888508679
1,0.2,diverse_properties,HIV-protease,0.7588586071446345,0.2411413928553655,0.865567390346057,0.5082869985063765
1,0.2,diverse_properties,T-cell-epitopes,0.8298120571848132,0.1701879428151868,0.18323192817444822,0.5773488961726595
1,0.2,diverse_properties,HLA-binding,0.8344395144107175,0.1655604855892825,0.4535511371898079,0.13870145240404108
1,0.2,similar_properties,HIV-protease,0.7234266468192592,0.27657335318074083,0.3540476140517106,0.36933053979061103
1,0.2,similar_properties,T-cell-epitopes,0.8629422425035653,0.13705775749643467,0.24293750750681753,0.002509704751224251
1,0.2,similar_properties,HLA-binding,0.7299158583566876,0.2700841416433124,0.41353403300422187,0.5696383347691851
1,0.4,novel_only,HIV-protease,0.7019276149996233,0.2980723850003767,0.6189147782721383,0.10917301069320873
1,0.4,novel_only,T-cell-epitopes,0.8846630142218125,0.11533698577818752,0.818174601454995,0.3477189018827993
1,0.4,novel_only,HLA-binding,0.8560188274173947,0.14398117258260534,0.8834781889755441,0.19990650984752478
1,0.4,orthonormal_only,HIV-protease,0.8293797555489516,0.1706202444510484,0.6111979353655443,0.49340163341884336
1,0.4,orthonormal_only,T-cell-epitopes,0.8180979635345683,0.18190203646543168,0.34985064283005785,0.8300522360057517
1,0.4,orthonormal_only,HLA-binding,0.8933419386216426,0.10665806137835743,0.6626169378125697,0.828418287839074
1,0.4,mixed_novel_orthonormal,HIV-protease,0.7583595951279977,0.24164040487200233,0.4945408768573816,0.028437272271347735
1,0.4,mixed_novel_orthonormal,T-cell-epitopes,0.8044374178345707,0.19556258216542932,0.7994052305382503,0.1604988218045481
1,0.4,mixed_novel_orthonormal,HLA-binding,0.8108651139139186,0.18913488608608142,0.6396223107154412,0.5735028067799143
1,0.4,diverse_properties,HIV-protease,0.8938383609937147,0.10616163900628528,0.1449680797475168,0.34360270978624174
1,0.4,diverse_properties,T-cell-epitopes,0.7147714163467072,0.28522858365329284,0.23516866537499725,0.26737356240588295
1,0.4,diverse_properties,HLA-binding,0.815047456751533,0.184952543248467,0.13318243686837283,0.2889130664180588
1,0.4,similar_properties,HIV-protease,0.8904027593015758,0.10959724069842425,0.9373501810635695,0.8770812163612585
1,0.4,similar_properties,T-cell-epitopes,0.7980222546652733,0.20197774533472668,0.8165664584812137,0.3853242653949269
1,0.4,similar_properties,HLA-binding,0.8224803306820353,0.1775196693179647,0.3796220602524636,0.7196406551893895
1,0.6000000000000001,novel_only,HIV-protease,0.8418984506705199,0.15810154932948006,0.6116148167446851,0.1361036192676477
1,0.6000000000000001,novel_only,T-cell-epitopes,0.7585937192811876,0.24140628071881243,0.24147524245203866,0.04101320844156875
1,0.6000000000000001,novel_only,HLA-binding,0.8475897879772832,0.15241021202271676,0.43742170323198204,0.7509283172648348
1,0.6000000000000001,orthonormal_only,HIV-protease,0.7479873914759456,0.2520126085240544,0.9796184146584088,0.6560453787299093
1,0.6000000000000001,orthonormal_only,T-cell-epitopes,0.8450043677756094,0.1549956322243906,0.6229677111867784,0.4764854641177946
1,0.6000000000000001,orthonormal_only,HLA-binding,0.8200704342318309,0.1799295657681691,0.1352544816548813,0.9906864087548252
1,0.6000000000000001,mixed_novel_orthonormal,HIV-protease,0.8912163285802226,0.1087836714197774,0.33071204273383603,0.39721445307487013
